2025-06-11T23:05:20.632927,customer@localhost,warehouse@localhost,parcel_creation,ID: 01ecde87-c0fb-47d2-af6a-bd46247eda82
2025-06-11T23:05:20.632927,customer@localhost,supervisor@localhost,parcel_status_query,ID: 01ecde87-c0fb-47d2-af6a-bd46247eda82
2025-06-11T23:05:34.617586,customer@localhost,warehouse@localhost,parcel_creation,ID: ce155933-2cce-40ad-a72d-708df640f001
2025-06-11T23:05:34.618587,customer@localhost,supervisor@localhost,parcel_status_query,ID: 01ecde87-c0fb-47d2-af6a-bd46247eda82
2025-06-11T23:05:48.622387,customer@localhost,warehouse@localhost,parcel_creation,ID: 50455447-ca59-4b34-8934-03623a2403cd
2025-06-11T23:05:48.624393,customer@localhost,supervisor@localhost,parcel_status_query,ID: 01ecde87-c0fb-47d2-af6a-bd46247eda82
2025-06-11T23:06:02.615208,customer@localhost,warehouse@localhost,parcel_creation,ID: d0f0ecf6-f1b9-4051-960f-34a21f240088
2025-06-11T23:06:02.616207,customer@localhost,supervisor@localhost,parcel_status_query,ID: d0f0ecf6-f1b9-4051-960f-34a21f240088
2025-06-11T23:06:16.628972,customer@localhost,warehouse@localhost,parcel_creation,ID: bc843073-fea7-4c9a-b691-158ab7447f4b
2025-06-11T23:06:16.629974,customer@localhost,supervisor@localhost,parcel_status_query,ID: 01ecde87-c0fb-47d2-af6a-bd46247eda82
2025-06-11T23:16:26.036795,customer@localhost,warehouse@localhost,parcel_creation,ID: cc948723-6e15-45d6-a30a-748f04040a6e
2025-06-11T23:16:26.037806,customer@localhost,supervisor@localhost,parcel_status_query,ID: cc948723-6e15-45d6-a30a-748f04040a6e
2025-06-11T23:16:38.030837,customer@localhost,supervisor@localhost,parcel_status_query,ID: cc948723-6e15-45d6-a30a-748f04040a6e
2025-06-11T23:16:50.029824,customer@localhost,warehouse@localhost,parcel_creation,ID: edca724b-0322-4812-8839-91e5dc681ff5
2025-06-11T23:16:50.029824,customer@localhost,supervisor@localhost,parcel_status_query,ID: edca724b-0322-4812-8839-91e5dc681ff5
2025-06-11T23:17:02.027979,customer@localhost,warehouse@localhost,parcel_creation,ID: d1515423-8c8d-4382-bf12-12ea0b60ca02
2025-06-11T23:17:02.028981,customer@localhost,supervisor@localhost,parcel_status_query,ID: d1515423-8c8d-4382-bf12-12ea0b60ca02
2025-06-11T23:17:14.031314,customer@localhost,supervisor@localhost,parcel_status_query,ID: edca724b-0322-4812-8839-91e5dc681ff5
2025-06-11T23:18:18.770206,customer@localhost,warehouse@localhost,parcel_creation,ID: 16968b8a-f425-4b61-87d1-0766ddb05130
2025-06-11T23:18:18.771155,customer@localhost,supervisor@localhost,parcel_status_query,ID: 16968b8a-f425-4b61-87d1-0766ddb05130
2025-06-11T23:18:37.762094,customer@localhost,warehouse@localhost,parcel_creation,ID: d5ce08ec-d6ba-46ca-89d4-0557d46ba134
2025-06-11T23:18:37.763097,customer@localhost,supervisor@localhost,parcel_status_query,ID: d5ce08ec-d6ba-46ca-89d4-0557d46ba134
2025-06-11T23:18:56.753438,customer@localhost,warehouse@localhost,parcel_creation,ID: 7b042ad3-452a-49e7-8679-74b83d87391c
2025-06-11T23:18:56.754447,customer@localhost,supervisor@localhost,parcel_status_query,ID: 7b042ad3-452a-49e7-8679-74b83d87391c
2025-06-11T23:19:15.756728,customer@localhost,warehouse@localhost,parcel_creation,ID: 0ab66b61-1203-45f7-b79c-f6acff5cbfcb
2025-06-11T23:19:15.758727,customer@localhost,supervisor@localhost,parcel_status_query,ID: d5ce08ec-d6ba-46ca-89d4-0557d46ba134
2025-06-11T23:40:40.681482,customer@localhost,warehouse@localhost,parcel_creation,ID: 66ac60a8-42f1-4c64-9cb9-ca188ab1915a
2025-06-11T23:40:40.682484,customer@localhost,supervisor@localhost,parcel_status_query,ID: 66ac60a8-42f1-4c64-9cb9-ca188ab1915a
2025-06-11T23:40:51.682403,customer@localhost,warehouse@localhost,parcel_creation,ID: 89f2f6bb-7b44-43e9-b2b7-b21275af3990
2025-06-11T23:40:51.683402,customer@localhost,supervisor@localhost,parcel_status_query,ID: 66ac60a8-42f1-4c64-9cb9-ca188ab1915a
2025-06-11T23:41:02.671687,customer@localhost,supervisor@localhost,parcel_status_query,ID: 66ac60a8-42f1-4c64-9cb9-ca188ab1915a
2025-06-11T23:41:13.667710,customer@localhost,warehouse@localhost,parcel_creation,ID: 0250aa50-11ed-4aa7-af1f-61676e622841
2025-06-11T23:41:13.668711,customer@localhost,supervisor@localhost,parcel_status_query,ID: 0250aa50-11ed-4aa7-af1f-61676e622841
2025-06-11T23:41:24.676624,customer@localhost,supervisor@localhost,parcel_status_query,ID: 89f2f6bb-7b44-43e9-b2b7-b21275af3990
2025-06-11T23:41:35.676348,customer@localhost,supervisor@localhost,parcel_status_query,ID: 0250aa50-11ed-4aa7-af1f-61676e622841
2025-06-12T00:33:24.281743,customer@localhost,warehouse@localhost,parcel_creation,ID: 1c471852-a7ca-44db-be8f-9418b5e0da32
2025-06-12T00:33:24.282744,customer@localhost,supervisor@localhost,parcel_status_query,ID: 1c471852-a7ca-44db-be8f-9418b5e0da32
2025-06-12T00:33:41.264385,customer@localhost,supervisor@localhost,parcel_status_query,ID: 1c471852-a7ca-44db-be8f-9418b5e0da32
2025-06-12T00:33:58.277172,customer@localhost,supervisor@localhost,parcel_status_query,ID: 1c471852-a7ca-44db-be8f-9418b5e0da32
2025-06-12T00:34:15.263744,customer@localhost,supervisor@localhost,parcel_status_query,ID: 1c471852-a7ca-44db-be8f-9418b5e0da32
2025-06-12T20:28:59.513534,customer@localhost,warehouse@localhost,parcel_creation,ID: 2185437a-39b6-48e1-9918-f95aadaca91e
2025-06-12T20:28:59.513896,customer@localhost,supervisor@localhost,parcel_status_query,ID: 2185437a-39b6-48e1-9918-f95aadaca91e
2025-06-12T20:29:13.520463,customer@localhost,supervisor@localhost,parcel_status_query,ID: 2185437a-39b6-48e1-9918-f95aadaca91e
2025-06-12T20:29:27.519403,customer@localhost,supervisor@localhost,parcel_status_query,ID: 2185437a-39b6-48e1-9918-f95aadaca91e
2025-06-12T20:29:41.522676,customer@localhost,supervisor@localhost,parcel_status_query,ID: 2185437a-39b6-48e1-9918-f95aadaca91e
2025-06-12T20:30:40.295547,customer@localhost,warehouse@localhost,parcel_creation,ID: ad2c5e7c-2b63-48db-a352-12aa0f292503
2025-06-12T20:30:40.295889,customer@localhost,supervisor@localhost,parcel_status_query,ID: ad2c5e7c-2b63-48db-a352-12aa0f292503
2025-06-12T20:30:50.295395,customer@localhost,warehouse@localhost,parcel_creation,ID: 8829be7e-2f98-4478-aa0a-314712439099
2025-06-12T20:30:50.295790,customer@localhost,supervisor@localhost,parcel_status_query,ID: ad2c5e7c-2b63-48db-a352-12aa0f292503
2025-06-12T20:31:00.291252,customer@localhost,warehouse@localhost,parcel_creation,ID: e47e7d33-27bf-4903-90e3-a16435c550f6
2025-06-12T20:31:00.291590,customer@localhost,supervisor@localhost,parcel_status_query,ID: ad2c5e7c-2b63-48db-a352-12aa0f292503
2025-06-12T21:26:25.986553,customer@localhost,warehouse@localhost,parcel_creation,ID: a54618d2-9e13-45dc-911f-6b6bcb92397a
2025-06-12T21:26:25.986915,customer@localhost,supervisor@localhost,parcel_status_query,ID: a54618d2-9e13-45dc-911f-6b6bcb92397a
2025-06-12T21:26:44.979465,customer@localhost,warehouse@localhost,parcel_creation,ID: 6f5de321-8cbb-466e-adc5-528c5080f56f
2025-06-12T21:26:44.980060,customer@localhost,supervisor@localhost,parcel_status_query,ID: a54618d2-9e13-45dc-911f-6b6bcb92397a
2025-06-12T21:27:03.984145,customer@localhost,supervisor@localhost,parcel_status_query,ID: 6f5de321-8cbb-466e-adc5-528c5080f56f
2025-06-12T21:27:22.975001,customer@localhost,supervisor@localhost,parcel_status_query,ID: a54618d2-9e13-45dc-911f-6b6bcb92397a
2025-06-12T21:43:36.260291,customer@localhost,warehouse@localhost,parcel_creation,ID: f30fff7f-a666-4700-9a0e-51688d2d3675
2025-06-12T21:43:36.261095,customer@localhost,supervisor@localhost,parcel_status_query,ID: f30fff7f-a666-4700-9a0e-51688d2d3675
2025-06-12T21:43:47.268532,customer@localhost,supervisor@localhost,parcel_status_query,ID: f30fff7f-a666-4700-9a0e-51688d2d3675
2025-06-12T21:43:58.263181,customer@localhost,warehouse@localhost,parcel_creation,ID: ab056020-28e1-456e-933c-76fc63da28fc
2025-06-12T21:43:58.263614,customer@localhost,supervisor@localhost,parcel_status_query,ID: f30fff7f-a666-4700-9a0e-51688d2d3675
2025-06-12T21:44:09.257028,customer@localhost,supervisor@localhost,parcel_status_query,ID: ab056020-28e1-456e-933c-76fc63da28fc
2025-06-12T21:44:20.266036,customer@localhost,warehouse@localhost,parcel_creation,ID: 775cf6d0-89bf-4132-9dd3-633f0edc628f
2025-06-12T21:44:20.266581,customer@localhost,supervisor@localhost,parcel_status_query,ID: 775cf6d0-89bf-4132-9dd3-633f0edc628f
2025-06-12T21:49:13.632835,customer@localhost,warehouse@localhost,parcel_creation,ID: 4507ce41-c32c-45c1-9a59-a9f83f49b7a7
2025-06-12T21:49:13.633279,customer@localhost,supervisor@localhost,parcel_status_query,ID: 4507ce41-c32c-45c1-9a59-a9f83f49b7a7
2025-06-12T21:49:28.622170,customer@localhost,warehouse@localhost,parcel_creation,ID: 471bdfb6-618b-4eb6-aab3-bf0c2ae82294
2025-06-12T21:49:28.622772,customer@localhost,supervisor@localhost,parcel_status_query,ID: 4507ce41-c32c-45c1-9a59-a9f83f49b7a7
2025-06-12T21:49:43.630665,customer@localhost,supervisor@localhost,parcel_status_query,ID: 471bdfb6-618b-4eb6-aab3-bf0c2ae82294
2025-06-12T21:49:58.633665,customer@localhost,supervisor@localhost,parcel_status_query,ID: 471bdfb6-618b-4eb6-aab3-bf0c2ae82294
2025-06-12T21:50:13.627650,customer@localhost,warehouse@localhost,parcel_creation,ID: 5969ce70-bce0-4466-8731-a05eb0d672bf
2025-06-12T21:50:13.628390,customer@localhost,supervisor@localhost,parcel_status_query,ID: 471bdfb6-618b-4eb6-aab3-bf0c2ae82294
2025-06-12T21:50:49.444670,customer@localhost,warehouse@localhost,parcel_creation,ID: d3e30b5f-88d4-4d0e-9d70-5284096ebf71
2025-06-12T21:50:49.445092,customer@localhost,supervisor@localhost,parcel_status_query,ID: d3e30b5f-88d4-4d0e-9d70-5284096ebf71
2025-06-12T21:51:01.438493,customer@localhost,supervisor@localhost,parcel_status_query,ID: d3e30b5f-88d4-4d0e-9d70-5284096ebf71
2025-06-12T21:51:13.443585,customer@localhost,warehouse@localhost,parcel_creation,ID: a46a3e77-f292-4737-af61-36191e7f5958
2025-06-12T21:51:13.444182,customer@localhost,supervisor@localhost,parcel_status_query,ID: d3e30b5f-88d4-4d0e-9d70-5284096ebf71
2025-06-12T21:51:25.442372,customer@localhost,supervisor@localhost,parcel_status_query,ID: d3e30b5f-88d4-4d0e-9d70-5284096ebf71
2025-06-12T21:51:37.437743,customer@localhost,supervisor@localhost,parcel_status_query,ID: a46a3e77-f292-4737-af61-36191e7f5958
2025-06-12T21:51:49.436656,customer@localhost,supervisor@localhost,parcel_status_query,ID: d3e30b5f-88d4-4d0e-9d70-5284096ebf71
2025-06-12T22:03:40.218236,customer@localhost,warehouse@localhost,parcel_creation,ID: b73a3b4c-5a7b-4898-a0e3-17881743ab7f
2025-06-12T22:03:40.218713,customer@localhost,supervisor@localhost,parcel_status_query,ID: b73a3b4c-5a7b-4898-a0e3-17881743ab7f
2025-06-12T22:03:52.219546,customer@localhost,supervisor@localhost,parcel_status_query,ID: b73a3b4c-5a7b-4898-a0e3-17881743ab7f
2025-06-12T22:04:04.221998,customer@localhost,warehouse@localhost,parcel_creation,ID: 6d292fb0-05a0-43cd-9001-3e2ab50da0dc
2025-06-12T22:04:04.222572,customer@localhost,supervisor@localhost,parcel_status_query,ID: b73a3b4c-5a7b-4898-a0e3-17881743ab7f
2025-06-12T22:04:16.229865,customer@localhost,supervisor@localhost,parcel_status_query,ID: b73a3b4c-5a7b-4898-a0e3-17881743ab7f
2025-06-12T22:04:28.226654,customer@localhost,supervisor@localhost,parcel_status_query,ID: 6d292fb0-05a0-43cd-9001-3e2ab50da0dc
2025-06-12T22:21:58.788521,customer@localhost,warehouse@localhost,parcel_creation,ID: 92c79008-7f97-4111-a630-97ab92657531
2025-06-12T22:21:58.788943,customer@localhost,supervisor@localhost,parcel_status_query,ID: 92c79008-7f97-4111-a630-97ab92657531
2025-06-12T22:22:09.787602,customer@localhost,supervisor@localhost,parcel_status_query,ID: 92c79008-7f97-4111-a630-97ab92657531
2025-06-12T22:22:20.780401,customer@localhost,warehouse@localhost,parcel_creation,ID: 6c6ad2b3-f8ea-4fa7-91be-a913e6471f4b
2025-06-12T22:22:20.781004,customer@localhost,supervisor@localhost,parcel_status_query,ID: 92c79008-7f97-4111-a630-97ab92657531
2025-06-12T22:22:31.789615,customer@localhost,supervisor@localhost,parcel_status_query,ID: 92c79008-7f97-4111-a630-97ab92657531
2025-06-12T22:22:42.779828,customer@localhost,supervisor@localhost,parcel_status_query,ID: 6c6ad2b3-f8ea-4fa7-91be-a913e6471f4b
2025-06-12T22:22:53.787572,customer@localhost,warehouse@localhost,parcel_creation,ID: 11afdefc-f941-413e-8233-a080c1a7f29f
2025-06-12T22:22:53.788152,customer@localhost,supervisor@localhost,parcel_status_query,ID: 6c6ad2b3-f8ea-4fa7-91be-a913e6471f4b
2025-06-12T22:37:07.043984,customer@localhost,warehouse@localhost,parcel_creation,ID: 8e9edcdb-ecec-4297-ae4f-c3290d8a0ab8
2025-06-12T22:37:07.044650,customer@localhost,supervisor@localhost,parcel_status_query,ID: 8e9edcdb-ecec-4297-ae4f-c3290d8a0ab8
2025-06-12T22:37:17.052878,customer@localhost,warehouse@localhost,parcel_creation,ID: ee4cebdf-33c4-484c-9521-5e3646fe358e
2025-06-12T22:37:17.053244,customer@localhost,supervisor@localhost,parcel_status_query,ID: ee4cebdf-33c4-484c-9521-5e3646fe358e
2025-06-12T22:37:27.052149,customer@localhost,supervisor@localhost,parcel_status_query,ID: ee4cebdf-33c4-484c-9521-5e3646fe358e
2025-06-12T22:37:37.054284,customer@localhost,warehouse@localhost,parcel_creation,ID: d02be559-a07f-47f6-a652-a2db3a12e565
2025-06-12T22:37:37.055086,customer@localhost,supervisor@localhost,parcel_status_query,ID: ee4cebdf-33c4-484c-9521-5e3646fe358e
2025-06-12T22:37:47.054176,customer@localhost,supervisor@localhost,parcel_status_query,ID: d02be559-a07f-47f6-a652-a2db3a12e565
2025-06-12T22:37:57.045522,customer@localhost,supervisor@localhost,parcel_status_query,ID: 8e9edcdb-ecec-4297-ae4f-c3290d8a0ab8
